"","title","domestic","budget","averageRating","numVotes","year","mpaa","A_power","HolidaySeason","producer_power","director_power","distributor_power","genre_power","domestic_cut","budget_cut","numVotes_cut","averageRating_round"
"192","Steal Big Steal Little",3150170,3.5e+07,4.8,998,1995,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"193","Strange Days",7959291,4.2e+07,7.2,69800,1995,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",7
"194","Tank Girl",4064495,2.5e+07,5.4,31363,1995,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"195","The Usual Suspects",23341568,6e+06,8.5,1034389,1995,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"196","Waterworld",88246220,1.75e+08,6.2,189361,1995,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"197","While You Were Sleeping",81057016,1.7e+07,6.7,96861,1995,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",7
"198","White Man's Burden",3734870,7e+06,5.3,4857,1995,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",5
"199","Wild Bill",2193982,3e+07,5.9,6859,1995,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",6
"200","Beavis and Butt-Head Do America",63118386,1.2e+07,6.8,53980,1996,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",7
"201","The Cable Guy",60240295,4.7e+07,6.1,159681,1996,"PG-13",2,TRUE,FALSE,TRUE,TRUE,TRUE,"medium","medium","medium",6
"202","The English Patient",78676425,2.7e+07,7.4,184835,1996,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"203","Eraser",101295562,1e+08,6.1,107451,1996,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"204","Evita",50047179,5.5e+07,6.3,35052,1996,"PG",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",6
"205","Fargo",24611975,7e+06,8.1,646792,1996,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","high",8
"206","From Dusk Till Dawn",25836616,1.9e+07,7.2,300268,1996,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"207","Hamlet",4708156,1.8e+07,7.7,37232,1996,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",8
"208","Happy Gilmore",38824099,1.2e+07,7,210207,1996,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",7
"209","Harriet the Spy",26570048,1.2e+07,5.9,10108,1996,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"210","The Hunchback of Notre Dame",100138851,1e+08,7,149364,1996,NA,0,TRUE,FALSE,FALSE,TRUE,FALSE,"high","high","medium",7
"211","Independence Day",306169268,7.5e+07,7,551527,1996,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"212","The Island of Dr. Moreau",27663982,4e+07,4.6,32737,1996,"PG-13",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","low",5
"213","Jack",58620973,4.5e+07,5.8,59242,1996,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"214","Jerry Maguire",153952592,5e+07,7.3,253905,1996,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"215","Jingle All the Way",60592389,6e+07,5.6,96772,1996,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"216","Kama Sutra: A Tale of Love",4109095,3e+06,6,10421,1996,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","low","low",6
"217","Last Man Standing",18115927,6.7e+07,6.4,56673,1996,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"218","The Long Kiss Goodnight",33447612,6.5e+07,6.8,76972,1996,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"219","Matilda",33459416,3.6e+07,6.9,139933,1996,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"220","Michael Collins",11092559,2.5e+07,7.2,30776,1996,"R",2,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",7
"221","Mission: Impossible",180981856,8e+07,7.1,404663,1996,"PG-13",1,FALSE,TRUE,FALSE,FALSE,TRUE,"high","high","high",7
"222","The Nutty Professor",128814019,5.4e+07,5.6,114276,1996,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"223","The Rock",134069511,7.5e+07,7.4,324813,1996,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"224","Scream",103046663,1.4e+07,7.3,310923,1996,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"high","low","high",7
"225","Secrets & Lies",13417292,4500000,8,41526,1996,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","medium",8
"226","Set It Off",36461139,9e+06,6.9,15459,1996,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",7
"227","Sling Blade",24444121,1e+06,8,91625,1996,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",8
"228","Spy Hard",26960191,1.8e+07,5.4,37264,1996,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",5
"229","Surviving Picasso",2021348,1.6e+07,6.4,7305,1996,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"low","low","low",6
"230","Swingers",4555020,2e+05,7.2,79886,1996,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",7
"231","Twister",241721524,9.2e+07,6.4,187901,1996,NA,0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"232","A Very Brady Sequel",21440752,1.2e+07,5.8,10567,1996,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","low",6
"233","Waiting for Guffman",2923982,4e+06,7.5,28245,1996,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",8
"234","Affliction",6330054,6e+06,6.9,16631,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",7
"235","Air Force One",172956409,8.5e+07,6.5,188672,1997,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",6
"236","Alien: Resurrection",47795658,7.5e+07,6.2,238723,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",6
"237","Glitter",4274407,2.2e+07,2.3,23284,2001,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",2
"238","An American Werewolf in Paris",26570463,2.5e+07,5.1,24374,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"239","Amistad",44229441,3.6e+07,7.3,74424,1997,"R",2,TRUE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"240","Austin Powers: International Man of Mystery",53883989,16500000,7,231087,1997,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",7
"241","The Avengers",23384939,6e+07,3.8,43240,1998,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",4
"242","Baby Geniuses",27250736,1.2e+07,2.7,26114,1999,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",3
"243","Batman & Robin",107353792,1.25e+08,3.8,242164,1997,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",4
"244","Bean",45319423,1.8e+07,6.5,101500,1997,"PG-13",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",6
"245","The Beautician and the Beast",11486880,1.6e+07,5.5,9111,1997,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"246","Boogie Nights",26400640,1.5e+07,7.9,251784,1997,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",8
"247","Breakdown",50159144,3.6e+07,6.9,52698,1997,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"248","Con Air",101117573,7.5e+07,6.9,286882,1997,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"249","Contact",100920329,9e+07,7.5,264940,1997,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"250","Cop Land",44862187,1.5e+07,6.9,90543,1997,"R",2,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",7
"251","Dante's Peak",67127760,1.16e+08,6,87025,1997,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"252","Deconstructing Harry",10686841,2e+07,7.4,44036,1997,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","medium",7
"253","The Devil's Own",42868348,9e+07,6.2,63144,1997,"R",2,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"254","Face/Off",112276146,8e+07,7.2,361993,1997,"R",2,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",7
"255","For Richer or Poorer",31642995,3.5e+07,5.8,10798,1997,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"256","The Full Monty",45950122,3500000,7.2,103119,1997,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","medium",7
"257","George of the Jungle",105263257,5.5e+07,5.5,75062,1997,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"258","Goodbye Lover",1940299,2e+07,5.6,3972,1998,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"259","Hercules",99112101,8.5e+07,7.3,217363,1997,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"260","Home Alone 3",30882515,3.2e+07,4.5,111154,1997,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",4
"261","Home Fries",10493366,3.5e+07,5.1,8373,1998,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"262","Hurlyburly",1798862,1.5e+07,5.9,10068,1998,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",6
"263","In & Out",63856929,3.5e+07,6.4,40647,1997,"PG-13",0,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"264","The Jackal",54930280,6e+07,6.4,112948,1997,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"265","Jackie Brown",39673162,1.2e+07,7.5,332843,1997,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","low","high",8
"266","Kiss the Girls",60527873,2.7e+07,6.6,70613,1997,"R",1,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","medium",7
"267","Kundun",5684789,2.8e+07,7,27454,1997,"PG-13",0,TRUE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",7
"268","Leave It to Beaver",10925060,1.5e+07,5.2,4209,1997,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",5
"269","The Lost World: Jurassic Park",229086679,7.3e+07,6.6,396402,1997,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"270","Mad City",10541523,5e+07,6.3,19799,1997,"PG-13",1,TRUE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",6
"271","Twilight",15055091,3.7e+07,6.2,12552,1998,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"low","medium","low",6
"272","Meet Joe Black",44619100,9e+07,7.2,228270,1998,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",7
"273","Men in Black",250690539,9e+07,7.3,539281,1997,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"274","Midnight in the Garden of Good and Evil",25105255,3.5e+07,6.6,38431,1997,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"275","Mimic",25480490,3e+07,6,48609,1997,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",6
"276","Mousehunt",61917389,3.8e+07,6.5,55065,1997,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"277","Mr. Magoo",21437192,3e+07,4,15033,1997,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",4
"278","My Best Friend's Wedding",127120029,3.8e+07,6.3,136508,1997,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"279","Nothing to Lose",44480039,2.5e+07,6.7,45503,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"280","As Good as It Gets",148478011,5e+07,7.7,288664,1997,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",8
"281","The Peacemaker",41263140,5e+07,6,56499,1997,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"282","The Postman",17626234,8e+07,6.1,71596,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"283","Primary Colors",39001187,6.5e+07,6.7,28465,1998,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",7
"284","Private Parts",41230799,2.8e+07,6.9,35926,1997,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","medium","low",7
"285","Scream 2",101363301,2.4e+07,6.2,167456,1997,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"high","medium","medium",6
"286","Sliding Doors",11841544,6e+06,6.7,65660,1998,NA,1,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","medium",7
"287","Soldier",14594226,6e+07,6.1,55343,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","medium",6
"288","Soul Food",43700855,7500000,7,7787,1997,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",7
"289","Spawn",54870175,4e+07,5.2,66408,1997,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",5
"290","Speed 2: Cruise Control",48608066,1.6e+08,3.9,78807,1997,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",4
"291","Sphere",37020277,8e+07,6.1,104226,1998,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"292","Three Kings",60652036,7.5e+07,7.1,166517,1999,"R",2,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
"293","Starship Troopers",54814377,1.05e+08,7.2,281140,1997,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","high",7
"294","Steel",1710972,1.6e+07,2.9,13305,1997,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","low","low",3
"295","Suicide Kings",1740156,5e+06,6.9,27203,1997,"R",0,TRUE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"296","A Simple Plan",16316273,3e+07,7.5,67297,1998,"R",0,TRUE,FALSE,FALSE,FALSE,FALSE,"low","medium","medium",8
"297","Titanic",659363944,2e+08,7.8,1101757,1997,"PG-13",1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",8
"298","Toy Story 2",245852179,9e+07,7.9,551287,1999,NA,2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"299","Turbulence",11538235,5.5e+07,4.9,11308,1997,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"300","Virus",14036005,7.5e+07,5,27636,1999,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","high","low",5
"301","Volcano",49323468,9e+07,5.5,74723,1997,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"302","The Man Who Knew Too Little",13717039,2e+07,6.6,31773,1997,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",7
"303","The Waterboy",161491646,2.3e+07,6.2,155884,1998,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",6
"304","American History X",6719864,2e+07,8.5,1072541,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","high",8
"305","Antz",90757863,1.05e+08,6.5,150814,1998,"PG",1,FALSE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",6
"306","Armageddon",201578182,1.4e+08,6.7,409695,1998,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"307","Babe: Pig in the City",18319860,9e+07,5.8,32777,1998,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","low",6
"308","The Bachelor",21760240,5.1e+07,5.1,18252,1999,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"309","Being John Malkovich",22863596,1.3e+07,7.7,324411,1999,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","low","high",8
"310","Beloved",22852487,8e+07,6,8832,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","low",6
"311","The Mummy",155385488,8e+07,7,409552,1999,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"312","Brokedown Palace",10115013,2.5e+07,6.5,22339,1999,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"313","A Bug's Life",162798565,1.2e+08,7.2,279039,1998,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"314","Chicken Run",106834564,4.5e+07,7,184067,2000,NA,1,TRUE,FALSE,FALSE,FALSE,TRUE,"high","medium","medium",7
"315","Ever After: A Cinderella Story",65705771,2.6e+07,7,72837,1998,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",7
"316","A Civil Action",56709981,7.5e+07,6.6,28418,1998,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","low",7
"317","The Deep End of the Ocean",13898649,3.8e+07,6.4,13678,1999,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"318","Dogma",30652890,1e+07,7.3,212986,1999,"R",2,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","high",7
"319","The 13th Warrior",32698899,1.6e+08,6.6,120911,1999,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
"320","Enemy of the State",111549836,9e+07,7.3,235576,1998,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"321","Eye of the Beholder",16500786,3.5e+07,5,15151,1999,"R",1,TRUE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",5
"322","Eyes Wide Shut",55691208,6.5e+07,7.4,320377,1999,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","high",7
"323","Fantastic Four",154696080,1e+08,5.7,319972,2005,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"324","Fear and Loathing in Las Vegas",10680275,18500000,7.6,269991,1998,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","high",8
"325","Firestorm",8165212,1.9e+07,4.8,3931,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"326","Frida",25885000,1.2e+07,7.4,86087,2002,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","low","medium",7
"327","From Hell",31602566,3.5e+07,6.8,151292,2001,"R",1,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","medium","medium",7
"328","Gloria",4197729,3e+07,5.2,5730,1999,"R",0,FALSE,FALSE,FALSE,TRUE,FALSE,"low","medium","low",5
"329","Gods and Monsters",6451628,1e+07,7.4,30338,1998,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"low","low","low",7
"330","Godzilla",136314294,1.3e+08,5.4,188778,1998,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",5
"331","Stepmom",91137662,5e+07,6.8,64391,1998,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","medium","medium",7
"332","The Green Mile",136801374,6e+07,8.6,1212159,1999,"R",1,TRUE,FALSE,FALSE,TRUE,FALSE,"high","medium","high",9
"333","Halloween H20: 20 Years Later",55041738,1.7e+07,5.8,71456,1998,"R",0,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","low","medium",6
"334","Hard Rain",19870567,7e+07,5.9,34671,1998,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","low",6
"335","Holy Man",12069719,6e+07,4.9,19718,1998,"PG",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"336","How Stella Got Her Groove Back",37672941,2e+07,5.7,7388,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"337","In Dreams",12017369,3e+07,5.5,12870,1999,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",6
"338","Jakob the Liar",4956401,4.5e+07,6.5,16938,1999,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"339","Living Out Loud",12905901,2e+07,6.6,4776,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",7
"340","The Lord of the Rings: The Fellowship of the Ring",315544750,9.3e+07,8.8,1742053,2001,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",9
"341","Lost in Space",69117629,8e+07,5.2,70997,1998,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",5
"342","Mafia!",19889299,1e+07,5.6,15150,1998,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","low","low",6
"343","The Mask of Zorro",94095523,9.5e+07,6.8,176504,1998,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"344","Mighty Joe Young",50632037,9e+07,5.7,28617,1998,"PG",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","low",6
"345","Mission: Impossible II",215409889,1.25e+08,6.1,327029,2000,"PG-13",1,FALSE,TRUE,FALSE,FALSE,TRUE,"high","high","high",6
"346","The Mod Squad",13263993,5e+07,4.3,8994,1999,"R",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","medium","low",4
"347","My Favorite Martian",36850101,6.5e+07,5.1,13346,1999,"PG",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",5
"348","Payback",81526121,9e+07,7.1,135501,1999,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",7
"349","Pleasantville",40584421,6e+07,7.5,125679,1998,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",8
"350","Practical Magic",46732881,7.5e+07,6.3,77856,1998,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",6
"351","The Prince of Egypt",101413188,7e+07,7.1,125248,1998,"PG",2,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","medium",7
"352","Pushing Tin",8408835,3.3e+07,6,29104,1999,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",6
"353","The Red Violin",10019109,1.8e+07,7.6,32581,1998,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","low","low",8
"354","Resident Evil",40119709,3.3e+07,6.7,258703,2002,"R",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","medium","high",7
"355","Rush Hour",141186864,3.3e+07,7,253221,1998,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"high","medium","high",7
"356","Saving Private Ryan",217049603,7e+07,8.6,1301380,1998,"R",2,TRUE,FALSE,FALSE,FALSE,TRUE,"high","high","high",9
"357","The Shipping News",11434216,3.8e+07,6.7,32614,2001,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",7
"358","Snake Eyes",55591409,7.3e+07,6,79014,1998,"R",1,FALSE,FALSE,FALSE,FALSE,FALSE,"medium","high","medium",6
"359","Snow Falling on Cedars",14417593,3.5e+07,6.8,14008,1999,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",7
"360","Lost & Found",6552255,3e+07,5.1,6453,1999,"PG-13",0,TRUE,FALSE,FALSE,TRUE,TRUE,"low","medium","low",5
"361","Star Trek: Insurrection",70187658,5.8e+07,6.4,73228,1998,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","medium",6
"362","Tarzan",171091819,1.3e+08,7.3,214008,1999,"G",0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"363","Tea with Mussolini",14401563,1.2e+07,6.9,13145,1999,"PG",0,FALSE,FALSE,FALSE,FALSE,TRUE,"low","low","low",7
"364","The Thin Red Line",36400491,5.2e+07,7.6,181166,1998,"R",0,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",8
"365","Vampires",20308772,2e+07,6.1,56465,1998,"R",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","medium",6
"366","The Wedding Singer",80245725,1.8e+07,6.9,142342,1998,"PG-13",1,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","low","medium",7
"367","What Dreams May Come",55382927,8.5e+07,7,106156,1998,"PG-13",1,FALSE,FALSE,FALSE,FALSE,TRUE,"medium","high","medium",7
"368","Wild Wild West",113804681,1.7e+08,4.9,156933,1999,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",5
"369","X-Men",157299718,7.5e+07,7.4,590487,2000,"PG-13",2,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",7
"370","eXistenZ",2856712,1.5e+07,6.8,97471,1999,"R",0,TRUE,FALSE,FALSE,TRUE,FALSE,"low","low","medium",7
"371","Fantasia 2000",60655420,8e+07,7.2,37003,1999,NA,0,FALSE,FALSE,FALSE,TRUE,FALSE,"medium","high","medium",7
"372","Men in Black II",193735288,1.4e+08,6.2,358060,2002,"PG-13",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"373","Titan A.E.",22753426,7.5e+07,6.6,60218,2000,"PG",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
"374","Star Wars: Episode I - The Phantom Menace",474544677,1.15e+08,6.5,759966,1999,"PG",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"375","The Emperor's New Groove",89302687,1e+08,7.4,191319,2000,NA,0,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"376","Star Wars: Episode II - Attack of the Clones",310676740,1.15e+08,6.5,669470,2002,"PG",2,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",6
"377","Star Wars: Episode III - Revenge of the Sith",380270577,1.13e+08,7.5,741887,2005,"PG-13",3,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","high",8
"378","Lethal Weapon 4",130444603,1.4e+08,6.6,158414,1998,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"379","Return to Me",32722798,2.4e+07,6.9,20572,2000,"PG",0,TRUE,FALSE,FALSE,FALSE,TRUE,"medium","medium","low",7
"380","Analyze This",106885658,8e+07,6.7,149973,1999,"R",1,FALSE,FALSE,FALSE,TRUE,TRUE,"high","high","medium",7
"381","The Other Sister",27807627,3.5e+07,6.5,12228,1999,"PG-13",0,FALSE,FALSE,FALSE,TRUE,TRUE,"medium","medium","low",6
"382","Life",64016268,8e+07,6.8,48290,1999,"R",1,TRUE,FALSE,FALSE,TRUE,TRUE,"medium","high","medium",7
